fqn,global_combat_id,name,icon,attack_type,ablGlobalCooldownTime,mirror_fqn,exclusive_to_spec,is_interrupt,grants_absorb,its_revive,ignore_alacrity,is_passive,is_dcd,dcd_candidate
abl.agent.skill.utility.cunning_competencies,3927064692391936,Cunning Competencies,subterfuge,None,-1.0,abl.smuggler.skill.utility.dirty_trickster,,False,False,False,False,True,False,False
abl.agent.skill.utility.curative_agent,4070636859162624,Curative Agent,abl_ag_op_curative_counteragent,None,-1.0,abl.smuggler.skill.utility.sly_surrender,,False,False,False,False,True,False,False
abl.agent.skill.utility.endorphin_rush,3402125199540224,Endorphin Rush,antitoxinprobe,None,-1.0,abl.smuggler.skill.utility.keep_cool,,False,False,False,False,True,False,False
abl.agent.skill.utility.evasive_imperative,3402120904572928,Evasive Imperative,sprint,None,-1.0,abl.smuggler.skill.utility.scramble,,False,False,False,False,True,False,False
abl.agent.skill.utility.infiltrator,3403499589074944,Infiltrator,stealth,None,-1.0,abl.smuggler.skill.utility.sneaky,,False,False,False,False,True,False,False
abl.agent.skill.utility.med_shield,3402112314638336,Med Shield,medshield,None,-1.0,abl.smuggler.skill.utility.med_screen,,False,False,False,False,True,False,False
abl.agent.skill.utility.snap_shot,3394016301285376,Snap Shot,rifles,None,-1.0,abl.smuggler.skill.utility.snap_shot,,False,False,False,False,True,False,False
abl.agent.skill.utility.vital_regulators,3394883884679168,Vital Regulators,rapidscan,None,-1.0,abl.smuggler.skill.utility.cool_under_pressure,,False,False,False,False,True,False,False
abl.agent.skill.virulence.corrosive_mine,3394944014221312,Corrosive Mine,corrosivemine,Tech,-1.0,abl.smuggler.skill.dirty_fighting.incendiary_mine,agent.sniper.virulence,False,False,False,False,True,False,False
abl.agent.skill.virulence.cull,3394939719254016,Cull,abl_ag_sn_Cull,Ranged,-1.0,abl.smuggler.skill.dirty_fighting.wounding_shot,agent.sniper.virulence,False,False,False,False,False,False,False
abl.agent.skill.virulence.lethal_shot,3395639798923264,Lethal Shot,abl_ag_sn_lethal_shot,Ranged/Tech,-1.0,abl.smuggler.skill.dirty_fighting.dirty_blast,agent.sniper.virulence,False,False,False,False,False,False,False
abl.agent.skill.virulence.lethal_takedown,3441024718340096,Lethal Takedown,cannonheal,None,-1.0,abl.smuggler.skill.dirty_fighting.dirty_shot,agent.sniper.virulence,False,False,False,False,True,False,False
abl.agent.skill.virulence.lingering_laze,4477237118107648,Integrated Toxins,Tech_Bracer_2_6_0,None,-1.0,abl.smuggler.skill.dirty_fighting.smugglers_chems,agent.sniper.virulence,False,False,False,False,True,False,False
abl.agent.skill.virulence.mods.passive.critical_compounds,4476803326410752,Critical Compounds,agesmu_crit_compounds_imp,None,-1.0,abl.smuggler.skill.dirty_fighting.mods.passive.critical_compounds,agent.sniper.virulence,False,False,False,False,True,False,False
abl.agent.skill.virulence.mods.passive.focused_laze,4476807621378048,Focused Integration,agesmu_focused_laze_imp,None,-1.0,abl.smuggler.skill.dirty_fighting.mods.passive.focused_fusion,agent.sniper.virulence,False,False,False,False,True,False,False
abl.agent.skill.virulence.mods.tier1.evasive_maneuvers,4476811916345344,Evasive Maneuvers,abl_ag_sn_countermeasures,None,-1.0,abl.smuggler.skill.dirty_fighting.mods.tier1.dodge_stance,agent.sniper.virulence,False,False,False,False,True,False,False
abl.agent.skill.virulence.mods.tier2.corrosive_refund,4476816211312640,Corrosive Refund,upgrade_lessCost_energy,None,-1.0,abl.smuggler.skill.dirty_fighting.mods.tier2.scrounging,agent.sniper.virulence,False,False,False,False,True,False,False
abl.agent.skill.virulence.mods.tier2.corrosive_technologies,4476820506279936,Corrosive Technologies,upgrade_damageDirect_tech,None,-1.0,abl.smuggler.skill.dirty_fighting.mods.tier2.improvised_tech,agent.sniper.virulence,False,False,False,False,True,False,False
abl.agent.skill.virulence.mods.tier2.critical_grenade,4476824801247232,Critical Grenade,upgrade_critChance,None,-1.0,abl.smuggler.skill.dirty_fighting.mods.tier2.sharp_objects,agent.sniper.virulence,False,False,False,False,True,False,False
abl.agent.skill.virulence.mods.tier3.corrosive_impair,4476829096214528,Corrosive Impair,upgrade_debuff,None,-1.0,abl.smuggler.skill.dirty_fighting.mods.tier3.wounding_impair,agent.sniper.virulence,False,False,False,False,True,False,False
abl.agent.skill.virulence.mods.tier3.corrosive_sighting,4476833391181824,Corrosive Targeting,upgrade_damageDirect_weapon,None,-1.0,abl.smuggler.skill.dirty_fighting.mods.tier3.chemical_sightings,agent.sniper.virulence,False,False,False,False,True,False,False
abl.agent.skill.virulence.mods.tier3.winnow,4476837686149120,Winnow,upgrade_increaseTargets,Tech,-1.0,abl.smuggler.skill.dirty_fighting.mods.tier3.dividing_shot,agent.sniper.virulence,False,False,False,False,True,False,False
abl.agent.skill.virulence.toxic_surge,4085557575548928,Toxic Surge,abl_ag_sn_wracking_erosion,Tech,-1.0,abl.smuggler.skill.dirty_fighting.bloody_mayhem,agent.sniper.virulence,False,False,False,False,True,False,False
abl.agent.skill.virulence.weakening_blast,3440827149844480,Weakening Blast,defensivecommand,Ranged,-1.0,abl.smuggler.skill.dirty_fighting.hemorrhaging_blast,agent.sniper.virulence,False,False,False,False,False,False,False
abl.agent.sleep_dart,814888440037376,Sleep Dart,sleepdart,None,-1.0,abl.smuggler.tranquilizer,,False,False,False,False,False,False,False
abl.agent.slice_droid,1624803307945984,Slice Droid,slicedroid,None,-1.0,,,False,False,False,False,False,False,False
abl.agent.snipe,814892735004672,Snipe,snipe,Ranged/Tech,-1.0,abl.smuggler.charged_burst,,False,False,False,False,False,False,False
abl.agent.spotter,3198887347093504,Spotter,riflerangefinderdevice,None,-1.0,abl.smuggler.ready_for_anything,,False,False,False,False,True,False,False
abl.agent.stealth,814901324939264,Stealth,stealth,None,-1.0,abl.smuggler.stealth,,False,False,False,False,False,False,False
abl.agent.stim_boost,2278046358831104,Stim Boost,stimulants,None,,abl.smuggler.pugnacity,,False,False,False,False,False,False,False
abl.agent.suppressive_fire,869606323388416,Suppressive Fire,barrage,Ranged,-1.0,abl.smuggler.sweeping_gunfire,,False,False,False,False,False,False,False
abl.agent.tactical_advantage,2278063538700288,Tactical Advantage,iachisssecretpolice,None,-1.0,abl.smuggler.upper_hand,,False,False,False,False,True,False,False
abl.agent.tactical_overdrive,4309969616764928,Tactical Overdrive,Unstable_Stimpack_6_0,None,,abl.smuggler.hot_streak,,False,False,False,True,False,False,False
abl.agent.tactical_superiority,3462357820899328,Tactical Superiority,uti_imp_rep_crit_chance_raid_buff,None,,abl.smuggler.stack_the_deck,,False,False,False,True,False,False,False
abl.agent.takedown,987683564290048,Takedown,imperialagent,Ranged,-1.0,abl.smuggler.quickdraw,,False,False,False,False,False,False,False
abl.agent.target_acquired,988198960365568,Target Acquired,assassinate,None,,abl.smuggler.illegal_mods,,False,False,False,False,False,False,False
abl.agent.toxic_haze,3987765465186304,Toxic Haze,abl_sp_toxic_haze,Tech,-1.0,abl.smuggler.bushwhack,,False,False,False,False,False,False,False
abl.agent.toxin_scan,992541172301824,Toxin Scan,cyborgveteran,None,-1.0,abl.smuggler.triage,,False,False,False,False,False,False,False
abl.alliance.alderaan.lokin.passive_king_of_the_pen,3750773464760320,King of the Pen,bravado,None,-1.0,,,False,False,False,False,True,False,False
abl.alliance.alderaan.lokin.probe_channel,3638696293171200,Initiating Active Sweep,mysticalupgrade3,None,-1.0,,,False,False,False,True,False,False,False
abl.alliance.alderaan.lokin.research_probe_use_ability,3638786487484416,Deploy Research Probe,probedroid,None,-1.0,,,False,False,False,False,False,False,False
abl.alliance.alderaan.lokin.research_probe_use_ability_sarlacc,3711719327137792,Deploy Deep Scan Probe,probedroid,None,-1.0,,,False,False,False,False,False,False,False
abl.alliance.camp.military.grant_thranta_treat_throw,3777556880818176,Thranta Snack,animalmeat,None,-1.0,,,False,False,False,False,False,False,False
abl.alliance.camp.military.throw_thranta_meat,3777565470752768,Throw Thranta Snack,animalmeat,None,-1.0,,,False,False,False,False,False,False,False
abl.alliance.camp.misc.hk_55.area_cast_authorize_silent,,,rifleshot,None,-1.0,,,False,False,False,False,False,False,False
abl.alliance.camp.misc.hk_55.area_cast_dispel_config_abilities,3824788636172288,Leaving Configuration Area,,None,-1.0,,,False,False,False,False,False,False,False
abl.alliance.camp.misc.hk_55.area_cast_forbid_silent,,,coolhead,None,-1.0,,,False,False,False,False,False,False,False
abl.alliance.camp.misc.hk_55.area_cast_grant_config_abilities,,,hk51terminate,None,-1.0,,,False,False,False,False,False,False,False
abl.alliance.camp.misc.hk_55.configuration_authorize_termination,3822572433047552,Authorize Termination,rifleshot,None,5.5,,,False,False,False,True,False,False,False
abl.alliance.camp.misc.hk_55.configuration_forbid_termination,3822576728014848,Forbid Termination,coolhead,None,5.5,,,False,False,False,True,False,False,False
abl.alliance.camp.misc.hk_55.hk_55_passive_configuration_active,,,stimpack,None,-1.0,,,False,False,False,False,True,False,False
abl.alliance.camp.misc.hk_55.hk_55_shoot_authorized_target,3822357684682752,Authorized Termination,,None,-1.0,,,False,False,False,False,False,False,False
abl.alliance.camp.research.alliance_tutorial_trigger,,,stimpack,None,,,,False,False,False,False,False,False,False
abl.alliance.camp.research.droid_control_datapad,3766162332581888,Groove Sensors Activated,backlash,None,2.0,,,False,False,False,False,False,False,False
abl.alliance.date_night.lana.dispel,,,sonicprobe,None,-1.0,,,False,False,False,False,False,False,False
abl.alliance.date_night.lana.make_play,,,tacticalmap,None,-1.0,,,False,False,False,False,False,False,False
abl.alliance.date_night.lana.play_aggressive,,,abl_ag_sn_SniperVolley,None,-1.0,,,False,False,False,False,False,False,False
abl.alliance.date_night.lana.play_balanced,,,guardstance,None,-1.0,,,False,False,False,False,False,False,False
abl.alliance.date_night.lana.play_defensive,,,abl_bh_pt_sonic_rebounder,None,-1.0,,,False,False,False,False,False,False,False
abl.alliance.date_night.lana.read_opponent,,,lockandload,None,-1.0,,,False,False,False,False,False,False,False
abl.alliance.desperate_defiance.shared.boss.acklay_hutt_droid.adds.bomb_throw,4780345845088256,Throw Bomb,fraggrenade_desat,Force,-1.0,,,False,False,False,False,False,False,False
abl.alliance.desperate_defiance.shared.boss.acklay_hutt_droid.fire_missile,4768315641692160,Missile Volley,,Force,-1.0,,,False,False,False,False,False,False,False
abl.alliance.desperate_defiance.shared.boss.acklay_hutt_droid.focused_beam,4780710917308416,Focused Beam,shrapround,Force,-1.0,,,False,False,False,False,False,False,False
abl.alliance.desperate_defiance.shared.boss.acklay_hutt_droid.freeze_missile,4768350001430528,Missile Volley,,Force,3.0,,,False,False,False,False,False,False,False
abl.alliance.desperate_defiance.shared.boss.acklay_hutt_droid.heal_missile,4768354296397824,Missile Volley,,None,-1.0,,,False,False,False,False,False,False,False
abl.alliance.desperate_defiance.shared.boss.acklay_hutt_droid.missile_volley,4768264102084608,Missile Volley,missilesalvo,Force,-1.0,,,False,False,False,False,False,False,False
abl.alliance.desperate_defiance.shared.boss.acklay_hutt_droid.missile_volley_fire,4768307051757568,Missile Volley,,None,-1.0,,,False,False,False,False,False,False,False
abl.alliance.desperate_defiance.shared.boss.acklay_hutt_droid.stomp,4767314914312192,Stomp,overheadstrike,Force,1.5,,,False,False,False,False,False,False,False
abl.alliance.desperate_defiance.shared.boss.acklay_hutt_droid.turret_fire_event,4780861241163776,Fire Support,concussionmissiles,Force,-1.0,,,False,False,False,False,False,False,False
abl.alliance.desperate_defiance.shared.boss.acklay_hutt_droid.yusinduu_flurry,4794459107622912,Yusinduu Flurry,lightsaber_generic,Melee,-1.0,,,False,False,False,False,False,False,False
abl.alliance.desperate_defiance.shared.boss.rikan_kateen.deathblow,4785950777409536,Deathblow,deathfield,Force,3.0,,,False,False,False,False,False,False,False
abl.alliance.desperate_defiance.shared.boss.rikan_kateen.disdainful_strike,4784340164673536,Disdainful Strike,identifyweakness,Force,0.10000000149011612,,,False,False,False,False,False,False,False
abl.alliance.desperate_defiance.shared.boss.rikan_kateen.final_meltdown,4787179138056192,Final Meltdown,bloodthirst,Force,30.0,,,False,False,False,False,False,False,False
abl.alliance.desperate_defiance.shared.boss.rikan_kateen.first_enraged_bash,4784383114346496,Enraged Bashing,forcequake,Force,0.10000000149011612,,,False,False,False,False,False,False,False
abl.alliance.desperate_defiance.shared.boss.rikan_kateen.first_furious_bash,4786779706097664,Furious Bash,forcequake,Force,0.10000000149011612,,,False,False,False,False,False,False,False
abl.alliance.desperate_defiance.shared.boss.rikan_kateen.flame_grenade,4782304350175232,Flame Grenade,fraggrenade_desat,None,4.0,,,False,False,False,False,False,False,False
abl.alliance.desperate_defiance.shared.boss.rikan_kateen.fourth_furious_bash,4786792590999552,Furious Bash,forcequake,Force,0.10000000149011612,,,False,False,False,False,False,False,False
abl.alliance.desperate_defiance.shared.boss.rikan_kateen.hamstring,4783034494615552,Hamstring,criticalblade,Force,0.10000000149011612,,,False,False,False,False,False,False,False
abl.alliance.desperate_defiance.shared.boss.rikan_kateen.hurl_debris,4785620064927744,Hurl Debris,shrapnelburst,Force,0.10000000149011612,,,False,False,False,False,False,False,False
abl.alliance.desperate_defiance.shared.boss.rikan_kateen.mandalorian_battle_shout,4782622177755136,Mandalorian Battle Shout,berserk,Force,-1.0,,,False,False,False,False,False,False,True
abl.alliance.desperate_defiance.shared.boss.rikan_kateen.predatory_strike,4783043084550144,Predatory Strike,assassinate,Force,-1.0,,,False,False,False,False,False,False,False
abl.alliance.desperate_defiance.shared.boss.rikan_kateen.rikan_kateen_flurry,4788459038310400,Ri'kan Flurry,lightsaber_generic,Melee,-1.0,,,False,False,False,False,False,False,False
abl.alliance.desperate_defiance.shared.boss.rikan_kateen.second_enraged_bash,4784387409313792,Enraged Bashing,forcequake,Force,0.10000000149011612,,,False,False,False,False,False,False,False
abl.alliance.desperate_defiance.shared.boss.rikan_kateen.second_furious_bash,4786784001064960,Furious Bash,forcequake,Force,0.10000000149011612,,,False,False,False,False,False,False,False
abl.alliance.desperate_defiance.shared.boss.rikan_kateen.third_enraged_bash,4784391704281088,Enraged Bashing,forcequake,Force,-1.0,,,False,False,False,False,False,False,False
abl.alliance.desperate_defiance.shared.boss.rikan_kateen.third_furious_bash,4786788296032256,Furious Bash,forcequake,Force,0.10000000149011612,,,False,False,False,False,False,False,False
abl.alliance.desperate_defiance.shared.intro.beam_visibility,4778687987712000,Scanning...,virtualitem_camera,None,-1.0,,,False,False,False,True,False,False,False
abl.alliance.desperate_defiance.shared.intro.scanner,4793853517234176,Scanning...,virtualitem_camera,None,,,,False,False,False,True,False,False,False
abl.alliance.desperate_defiance.shared.quest_1.try_cage,4798066880151552,Slicing...,securedatapad,None,-1.0,,,False,False,False,True,False,False,False
abl.alliance.desperate_defiance.shared.quest_1.unlock_cage,4798200024137728,Unlocking...,security,None,-1.0,,,False,False,False,True,False,False,False
abl.alliance.desperate_defiance.shared.quest_2.hutt_guard.arena_champion,4799140621975552,Arena Champion Signature Move...,Armored_Fist_6_0,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.alliance.desperate_defiance.shared.quest_2.hutt_guard.passives,,,stimpack,None,-1.0,,,False,False,False,False,True,False,False
abl.alliance.desperate_defiance.shared.quest_2_5.commandant.grenade_throw,4802271653134336,Grenade Toss...,fraggrenade,Tech,-1.0,,,False,False,False,False,False,False,False
abl.alliance.desperate_defiance.shared.quest_2_5.commandant.summon_adds,4802220113526784,Calling Reinforcements...,uti_imp_rep_power_raid_buff,None,-1.0,,,False,False,False,False,False,False,False
